user,movie,rating
/celdinner/,/film/avengers-endgame/,"8,"
/celdinner/,/film/booksmart/,"8,"
/celdinner/,/film/spider-man-into-the-spider-verse/,"10,"
/celdinner/,/film/fantastic-beasts-the-crimes-of-grindelwald/,"4,"
/celdinner/,/film/the-haunting-2018/,"8,"
/aeio/,/film/home-alone-2-lost-in-new-york/,",like"
/aeio/,/film/the-addams-family/,",like"
/aeio/,/film/edward-scissorhands/,",like"
/aeio/,/film/home-alone/,",like"
/aeio/,/film/kikis-delivery-service/,",like"
/aeio/,/film/when-harry-met-sally/,",like"
/aeio/,/film/akira/,"7,like"
/aeio/,/film/my-neighbor-totoro/,",like"
/aeio/,/film/dirty-dancing/,",like"
/aeio/,/film/the-breakfast-club/,",like"
/aeio/,/film/blade-runner/,"7,like"
/aeio/,/film/et-the-extra-terrestrial/,",like"
/aeio/,/film/alien/,",like"
/aeio/,/film/halloween-1978/,",like"
/aeio/,/film/the-godfather/,",like"
/aeio/,/film/2001-a-space-odyssey/,"8,like"
/aeio/,/film/12-angry-men/,",like"
/celdinner/,/film/venom-2018/,"6,"
/celdinner/,/film/high-life-2018/,"6,"
/celdinner/,/film/the-favourite/,"9,"
/celdinner/,/film/the-ballad-of-buster-scruggs/,"8,"
/celdinner/,/film/crazy-rich-asians/,"7,"
/celdinner/,/film/who-is-america/,"7,"
/celdinner/,/film/mamma-mia-here-we-go-again/,"8,"
/celdinner/,/film/sharp-objects/,"8,"
/celdinner/,/film/hotel-transylvania-3-summer-vacation/,"4,"
/celdinner/,/film/set-it-up/,"8,"
/celdinner/,/film/blackkklansman/,"8,"
/celdinner/,/film/avengers-infinity-war/,
/celdinner/,/film/ready-player-one/,"7,"
/celdinner/,/film/a-quiet-place-2018/,
/celdinner/,/film/annihilation/,"8,"
/celdinner/,/film/black-panther/,
/celdinner/,/film/skate-kitchen/,"7,"
/celdinner/,/film/hereditary/,"8,"
/celdinner/,/film/eighth-grade/,"8,"
